GymnastID,HomeAway,Week,Date,MeetID,Event,Score,homeaway_factor,score_adj
33320,H,2,2025-01-10,2025-01-10_Air Force,VT,9.825,0.006358953886898356,9.8186410461131
33320,A,3,2025-01-17,2025-01-17_Arizona,VT,9.125,0.006358953886898356,9.125
33320,H,4,2025-01-24,2025-01-24_Air Force,VT,9.925,0.006358953886898356,9.918641046113102
33320,H,5,2025-01-31,2025-01-31_Air Force,VT,9.875,0.006358953886898356,9.868641046113101
33320,H,6,2025-02-09,2025-02-09_Air Force,VT,9.775,0.006358953886898356,9.768641046113101
33320,A,10,2025-03-07,2025-03-07_Alabama,VT,9.825,0.006358953886898356,9.825
32180,H,2,2025-01-10,2025-01-10_Air Force,VT,9.65,0.006358953886898356,9.643641046113101
32180,A,3,2025-01-17,2025-01-17_Arizona,VT,9.675,0.006358953886898356,9.675
32180,H,4,2025-01-24,2025-01-24_Air Force,VT,9.725,0.006358953886898356,9.7186410461131
32180,H,5,2025-01-31,2025-01-31_Air Force,VT,9.8,0.006358953886898356,9.793641046113102
32180,H,6,2025-02-09,2025-02-09_Air Force,VT,9.625,0.006358953886898356,9.618641046113101
32180,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.85,0.006358953886898356,9.85
32180,A,10,2025-03-07,2025-03-07_Alabama,VT,9.725,0.006358953886898356,9.725
32647,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.725,0.006358953886898356,9.725
32647,A,10,2025-03-07,2025-03-07_Alabama,VT,9.575,0.006358953886898356,9.575
31659,H,4,2025-01-24,2025-01-24_Air Force,VT,9.65,0.006358953886898356,9.643641046113101
31659,H,6,2025-02-09,2025-02-09_Air Force,VT,9.675,0.006358953886898356,9.668641046113102
31659,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.775,0.006358953886898356,9.775
31659,A,10,2025-03-07,2025-03-07_Alabama,VT,9.825,0.006358953886898356,9.825
32646,H,2,2025-01-10,2025-01-10_Air Force,VT,9.725,0.006358953886898356,9.7186410461131
32646,A,3,2025-01-17,2025-01-17_Arizona,VT,9.7,0.006358953886898356,9.7
32646,H,4,2025-01-24,2025-01-24_Air Force,VT,9.725,0.006358953886898356,9.7186410461131
32646,H,5,2025-01-31,2025-01-31_Air Force,VT,9.775,0.006358953886898356,9.768641046113101
32646,H,6,2025-02-09,2025-02-09_Air Force,VT,9.65,0.006358953886898356,9.643641046113101
32646,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.725,0.006358953886898356,9.725
32646,A,10,2025-03-07,2025-03-07_Alabama,VT,9.75,0.006358953886898356,9.75
33329,H,2,2025-01-10,2025-01-10_Air Force,VT,9.675,0.006358953886898356,9.668641046113102
33329,A,3,2025-01-17,2025-01-17_Arizona,VT,9.625,0.006358953886898356,9.625
33329,H,5,2025-01-31,2025-01-31_Air Force,VT,9.7,0.006358953886898356,9.6936410461131
33329,H,6,2025-02-09,2025-02-09_Air Force,VT,9.6,0.006358953886898356,9.5936410461131
32645,H,2,2025-01-10,2025-01-10_Air Force,VT,9.725,0.006358953886898356,9.7186410461131
32645,A,3,2025-01-17,2025-01-17_Arizona,VT,9.8,0.006358953886898356,9.8
32645,H,4,2025-01-24,2025-01-24_Air Force,VT,9.8,0.006358953886898356,9.793641046113102
32645,H,5,2025-01-31,2025-01-31_Air Force,VT,9.9,0.006358953886898356,9.893641046113101
32645,H,6,2025-02-09,2025-02-09_Air Force,VT,9.675,0.006358953886898356,9.668641046113102
32645,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.8,0.006358953886898356,9.8
32645,A,10,2025-03-07,2025-03-07_Alabama,VT,9.85,0.006358953886898356,9.85
32185,H,2,2025-01-10,2025-01-10_Air Force,VT,9.7,0.006358953886898356,9.6936410461131
32185,A,3,2025-01-17,2025-01-17_Arizona,VT,9.575,0.006358953886898356,9.575
32185,H,4,2025-01-24,2025-01-24_Air Force,VT,9.725,0.006358953886898356,9.7186410461131
32185,H,5,2025-01-31,2025-01-31_Air Force,VT,9.725,0.006358953886898356,9.7186410461131
32185,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.475,0.006358953886898356,9.475
30804,H,4,2025-01-24,2025-01-24_Alabama,VT,9.8,0.006358953886898356,9.793641046113102
30804,H,6,2025-02-07,2025-02-07_Alabama,VT,9.75,0.006358953886898356,9.743641046113101
31245,H,2,2025-01-10,2025-01-10_Alabama,VT,9.425,0.006358953886898356,9.418641046113102
31245,A,3,2025-01-17,2025-01-17_Arizona,VT,9.85,0.006358953886898356,9.85
31245,H,4,2025-01-24,2025-01-24_Alabama,VT,9.6,0.006358953886898356,9.5936410461131
31245,A,5,2025-01-31,2025-01-31_Air Force,VT,9.825,0.006358953886898356,9.825
31245,H,6,2025-02-07,2025-02-07_Alabama,VT,9.925,0.006358953886898356,9.918641046113102
31245,A,7,2025-02-14,2025-02-14_Arizona,VT,9.9,0.006358953886898356,9.9
31245,H,8,2025-02-21,2025-02-21_Alabama,VT,9.575,0.006358953886898356,9.5686410461131
31245,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.85,0.006358953886898356,9.85
31245,H,10,2025-03-07,2025-03-07_Alabama,VT,9.825,0.006358953886898356,9.8186410461131
31245,A,10,2025-03-09,2025-03-09_Denver,VT,9.8,0.006358953886898356,9.8
31794,H,2,2025-01-10,2025-01-10_Alabama,VT,9.725,0.006358953886898356,9.7186410461131
31794,A,3,2025-01-17,2025-01-17_Arizona,VT,9.6,0.006358953886898356,9.6
31794,H,4,2025-01-24,2025-01-24_Alabama,VT,9.775,0.006358953886898356,9.768641046113101
31794,A,5,2025-01-31,2025-01-31_Air Force,VT,9.725,0.006358953886898356,9.725
31794,H,6,2025-02-07,2025-02-07_Alabama,VT,9.85,0.006358953886898356,9.8436410461131
31794,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.925,0.006358953886898356,9.925
31794,H,10,2025-03-07,2025-03-07_Alabama,VT,9.825,0.006358953886898356,9.8186410461131
31794,A,10,2025-03-09,2025-03-09_Denver,VT,9.85,0.006358953886898356,9.85
31795,H,2,2025-01-10,2025-01-10_Alabama,VT,9.925,0.006358953886898356,9.918641046113102
31795,A,3,2025-01-17,2025-01-17_Arizona,VT,9.8,0.006358953886898356,9.8
31795,H,4,2025-01-24,2025-01-24_Alabama,VT,9.875,0.006358953886898356,9.868641046113101
31795,A,5,2025-01-31,2025-01-31_Air Force,VT,9.85,0.006358953886898356,9.85
31795,H,6,2025-02-07,2025-02-07_Alabama,VT,9.775,0.006358953886898356,9.768641046113101
31795,A,7,2025-02-14,2025-02-14_Arizona,VT,9.85,0.006358953886898356,9.85
31795,H,8,2025-02-21,2025-02-21_Alabama,VT,9.8,0.006358953886898356,9.793641046113102
31795,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.825,0.006358953886898356,9.825
31795,H,10,2025-03-07,2025-03-07_Alabama,VT,9.9,0.006358953886898356,9.893641046113101
31795,A,10,2025-03-09,2025-03-09_Denver,VT,9.875,0.006358953886898356,9.875
31247,H,2,2025-01-10,2025-01-10_Alabama,VT,9.875,0.006358953886898356,9.868641046113101
31247,A,3,2025-01-17,2025-01-17_Arizona,VT,9.925,0.006358953886898356,9.925
31247,H,4,2025-01-24,2025-01-24_Alabama,VT,9.875,0.006358953886898356,9.868641046113101
31247,A,5,2025-01-31,2025-01-31_Air Force,VT,9.85,0.006358953886898356,9.85
31247,H,6,2025-02-07,2025-02-07_Alabama,VT,9.875,0.006358953886898356,9.868641046113101
31247,A,7,2025-02-14,2025-02-14_Arizona,VT,9.9,0.006358953886898356,9.9
31247,H,8,2025-02-21,2025-02-21_Alabama,VT,9.9,0.006358953886898356,9.893641046113101
31247,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.825,0.006358953886898356,9.825
31247,H,10,2025-03-07,2025-03-07_Alabama,VT,9.875,0.006358953886898356,9.868641046113101
31247,A,10,2025-03-09,2025-03-09_Denver,VT,9.925,0.006358953886898356,9.925
32924,H,2,2025-01-10,2025-01-10_Alabama,VT,9.775,0.006358953886898356,9.768641046113101
32924,A,3,2025-01-17,2025-01-17_Arizona,VT,9.9,0.006358953886898356,9.9
32924,A,7,2025-02-14,2025-02-14_Arizona,VT,9.8,0.006358953886898356,9.8
32924,H,8,2025-02-21,2025-02-21_Alabama,VT,9.775,0.006358953886898356,9.768641046113101
32924,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.8,0.006358953886898356,9.8
32924,H,10,2025-03-07,2025-03-07_Alabama,VT,9.925,0.006358953886898356,9.918641046113102
32924,A,10,2025-03-09,2025-03-09_Denver,VT,9.725,0.006358953886898356,9.725
32306,A,5,2025-01-31,2025-01-31_Air Force,VT,9.75,0.006358953886898356,9.75
31248,H,2,2025-01-10,2025-01-10_Alabama,VT,9.775,0.006358953886898356,9.768641046113101
31248,A,3,2025-01-17,2025-01-17_Arizona,VT,9.875,0.006358953886898356,9.875
31248,H,4,2025-01-24,2025-01-24_Alabama,VT,9.75,0.006358953886898356,9.743641046113101
31248,A,5,2025-01-31,2025-01-31_Air Force,VT,9.85,0.006358953886898356,9.85
31248,H,6,2025-02-07,2025-02-07_Alabama,VT,9.7,0.006358953886898356,9.6936410461131
31248,A,7,2025-02-14,2025-02-14_Arizona,VT,9.85,0.006358953886898356,9.85
31248,H,8,2025-02-21,2025-02-21_Alabama,VT,9.8,0.006358953886898356,9.793641046113102
31248,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.825,0.006358953886898356,9.825
31248,H,10,2025-03-07,2025-03-07_Alabama,VT,9.825,0.006358953886898356,9.8186410461131
31248,A,10,2025-03-09,2025-03-09_Denver,VT,9.825,0.006358953886898356,9.825
32308,A,7,2025-02-14,2025-02-14_Arizona,VT,9.825,0.006358953886898356,9.825
32308,H,8,2025-02-21,2025-02-21_Alabama,VT,9.65,0.006358953886898356,9.643641046113101
32315,A,1,2025-01-04,2025-01-04_Michigan State,VT,9.65,0.006358953886898356,9.65
32315,A,2,2025-01-10,2025-01-10_Air Force,VT,9.8,0.006358953886898356,9.8
32315,H,3,2025-01-17,2025-01-17_Arizona,VT,9.75,0.006358953886898356,9.743641046113101
32315,A,4,2025-01-26,2025-01-26_Arizona State,VT,9.825,0.006358953886898356,9.825
32315,H,5,2025-01-31,2025-01-31_Arizona,VT,9.775,0.006358953886898356,9.768641046113101
32315,H,7,2025-02-14,2025-02-14_Arizona,VT,9.8,0.006358953886898356,9.793641046113102
32315,A,8,2025-02-21,2025-02-21_Alabama,VT,9.775,0.006358953886898356,9.775
32315,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.8,0.006358953886898356,9.8
32315,H,10,2025-03-08,2025-03-08_Arizona,VT,9.75,0.006358953886898356,9.743641046113101
31253,A,1,2025-01-04,2025-01-04_Michigan State,VT,9.7,0.006358953886898356,9.7
31253,A,2,2025-01-10,2025-01-10_Air Force,VT,9.85,0.006358953886898356,9.85
31253,H,3,2025-01-17,2025-01-17_Arizona,VT,9.85,0.006358953886898356,9.8436410461131
31253,A,4,2025-01-26,2025-01-26_Arizona State,VT,9.8,0.006358953886898356,9.8
31253,H,5,2025-01-31,2025-01-31_Arizona,VT,9.8,0.006358953886898356,9.793641046113102
31253,A,6,2025-02-07,2025-02-07_Alabama,VT,9.775,0.006358953886898356,9.775
31253,H,7,2025-02-14,2025-02-14_Arizona,VT,9.65,0.006358953886898356,9.643641046113101
31253,A,8,2025-02-21,2025-02-21_Alabama,VT,9.8,0.006358953886898356,9.8
31253,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.775,0.006358953886898356,9.775
31253,H,10,2025-03-08,2025-03-08_Arizona,VT,9.825,0.006358953886898356,9.8186410461131
32935,A,6,2025-02-07,2025-02-07_Alabama,VT,9.675,0.006358953886898356,9.675
