GymnastID,Team,HomeAway,Week,Date,MeetID,Event,Score,homeaway_factor_shrunk,homeaway_factor,score_adj
33320,Air Force,H,2,2025-01-10,2025-01-10_Air Force,VT,9.825,0.0182746197236446,0.0182746197236446,9.806725380276355
33320,Air Force,A,3,2025-01-17,2025-01-17_Arizona,VT,9.125,0.0182746197236446,0.0182746197236446,9.125
33320,Air Force,H,4,2025-01-24,2025-01-24_Air Force,VT,9.925,0.0182746197236446,0.0182746197236446,9.906725380276356
33320,Air Force,H,5,2025-01-31,2025-01-31_Air Force,VT,9.875,0.0182746197236446,0.0182746197236446,9.856725380276355
33320,Air Force,H,6,2025-02-09,2025-02-09_Air Force,VT,9.775,0.0182746197236446,0.0182746197236446,9.756725380276356
33320,Air Force,A,10,2025-03-07,2025-03-07_Alabama,VT,9.825,0.0182746197236446,0.0182746197236446,9.825
32180,Air Force,H,2,2025-01-10,2025-01-10_Air Force,VT,9.65,0.0182746197236446,0.0182746197236446,9.631725380276356
32180,Air Force,A,3,2025-01-17,2025-01-17_Arizona,VT,9.675,0.0182746197236446,0.0182746197236446,9.675
32180,Air Force,H,4,2025-01-24,2025-01-24_Air Force,VT,9.725,0.0182746197236446,0.0182746197236446,9.706725380276355
32180,Air Force,H,5,2025-01-31,2025-01-31_Air Force,VT,9.8,0.0182746197236446,0.0182746197236446,9.781725380276356
32180,Air Force,H,6,2025-02-09,2025-02-09_Air Force,VT,9.625,0.0182746197236446,0.0182746197236446,9.606725380276355
32180,Air Force,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.85,0.0182746197236446,0.0182746197236446,9.85
32180,Air Force,A,10,2025-03-07,2025-03-07_Alabama,VT,9.725,0.0182746197236446,0.0182746197236446,9.725
32647,Air Force,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.725,0.0182746197236446,0.0182746197236446,9.725
32647,Air Force,A,10,2025-03-07,2025-03-07_Alabama,VT,9.575,0.0182746197236446,0.0182746197236446,9.575
31659,Air Force,H,4,2025-01-24,2025-01-24_Air Force,VT,9.65,0.0182746197236446,0.0182746197236446,9.631725380276356
31659,Air Force,H,6,2025-02-09,2025-02-09_Air Force,VT,9.675,0.0182746197236446,0.0182746197236446,9.656725380276356
31659,Air Force,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.775,0.0182746197236446,0.0182746197236446,9.775
31659,Air Force,A,10,2025-03-07,2025-03-07_Alabama,VT,9.825,0.0182746197236446,0.0182746197236446,9.825
32646,Air Force,H,2,2025-01-10,2025-01-10_Air Force,VT,9.725,0.0182746197236446,0.0182746197236446,9.706725380276355
32646,Air Force,A,3,2025-01-17,2025-01-17_Arizona,VT,9.7,0.0182746197236446,0.0182746197236446,9.7
32646,Air Force,H,4,2025-01-24,2025-01-24_Air Force,VT,9.725,0.0182746197236446,0.0182746197236446,9.706725380276355
32646,Air Force,H,5,2025-01-31,2025-01-31_Air Force,VT,9.775,0.0182746197236446,0.0182746197236446,9.756725380276356
32646,Air Force,H,6,2025-02-09,2025-02-09_Air Force,VT,9.65,0.0182746197236446,0.0182746197236446,9.631725380276356
32646,Air Force,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.725,0.0182746197236446,0.0182746197236446,9.725
32646,Air Force,A,10,2025-03-07,2025-03-07_Alabama,VT,9.75,0.0182746197236446,0.0182746197236446,9.75
33329,Air Force,H,2,2025-01-10,2025-01-10_Air Force,VT,9.675,0.0182746197236446,0.0182746197236446,9.656725380276356
33329,Air Force,A,3,2025-01-17,2025-01-17_Arizona,VT,9.625,0.0182746197236446,0.0182746197236446,9.625
33329,Air Force,H,5,2025-01-31,2025-01-31_Air Force,VT,9.7,0.0182746197236446,0.0182746197236446,9.681725380276355
33329,Air Force,H,6,2025-02-09,2025-02-09_Air Force,VT,9.6,0.0182746197236446,0.0182746197236446,9.581725380276355
32645,Air Force,H,2,2025-01-10,2025-01-10_Air Force,VT,9.725,0.0182746197236446,0.0182746197236446,9.706725380276355
32645,Air Force,A,3,2025-01-17,2025-01-17_Arizona,VT,9.8,0.0182746197236446,0.0182746197236446,9.8
32645,Air Force,H,4,2025-01-24,2025-01-24_Air Force,VT,9.8,0.0182746197236446,0.0182746197236446,9.781725380276356
32645,Air Force,H,5,2025-01-31,2025-01-31_Air Force,VT,9.9,0.0182746197236446,0.0182746197236446,9.881725380276356
32645,Air Force,H,6,2025-02-09,2025-02-09_Air Force,VT,9.675,0.0182746197236446,0.0182746197236446,9.656725380276356
32645,Air Force,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.8,0.0182746197236446,0.0182746197236446,9.8
32645,Air Force,A,10,2025-03-07,2025-03-07_Alabama,VT,9.85,0.0182746197236446,0.0182746197236446,9.85
32185,Air Force,H,2,2025-01-10,2025-01-10_Air Force,VT,9.7,0.0182746197236446,0.0182746197236446,9.681725380276355
32185,Air Force,A,3,2025-01-17,2025-01-17_Arizona,VT,9.575,0.0182746197236446,0.0182746197236446,9.575
32185,Air Force,H,4,2025-01-24,2025-01-24_Air Force,VT,9.725,0.0182746197236446,0.0182746197236446,9.706725380276355
32185,Air Force,H,5,2025-01-31,2025-01-31_Air Force,VT,9.725,0.0182746197236446,0.0182746197236446,9.706725380276355
32185,Air Force,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.475,0.0182746197236446,0.0182746197236446,9.475
30804,Alabama,H,4,2025-01-24,2025-01-24_Alabama,VT,9.8,0.0019597146973163,0.0019597146973163,9.798040285302685
30804,Alabama,H,6,2025-02-07,2025-02-07_Alabama,VT,9.75,0.0019597146973163,0.0019597146973163,9.748040285302684
31245,Alabama,H,2,2025-01-10,2025-01-10_Alabama,VT,9.425,0.0019597146973163,0.0019597146973163,9.423040285302685
31245,Alabama,A,3,2025-01-17,2025-01-17_Arizona,VT,9.85,0.0019597146973163,0.0019597146973163,9.85
31245,Alabama,H,4,2025-01-24,2025-01-24_Alabama,VT,9.6,0.0019597146973163,0.0019597146973163,9.598040285302684
31245,Alabama,A,5,2025-01-31,2025-01-31_Air Force,VT,9.825,0.0019597146973163,0.0019597146973163,9.825
31245,Alabama,H,6,2025-02-07,2025-02-07_Alabama,VT,9.925,0.0019597146973163,0.0019597146973163,9.923040285302685
31245,Alabama,A,7,2025-02-14,2025-02-14_Arizona,VT,9.9,0.0019597146973163,0.0019597146973163,9.9
31245,Alabama,H,8,2025-02-21,2025-02-21_Alabama,VT,9.575,0.0019597146973163,0.0019597146973163,9.573040285302683
31245,Alabama,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.85,0.0019597146973163,0.0019597146973163,9.85
31245,Alabama,H,10,2025-03-07,2025-03-07_Alabama,VT,9.825,0.0019597146973163,0.0019597146973163,9.823040285302683
31245,Alabama,A,10,2025-03-09,2025-03-09_Denver,VT,9.8,0.0019597146973163,0.0019597146973163,9.8
31794,Alabama,H,2,2025-01-10,2025-01-10_Alabama,VT,9.725,0.0019597146973163,0.0019597146973163,9.723040285302684
31794,Alabama,A,3,2025-01-17,2025-01-17_Arizona,VT,9.6,0.0019597146973163,0.0019597146973163,9.6
31794,Alabama,H,4,2025-01-24,2025-01-24_Alabama,VT,9.775,0.0019597146973163,0.0019597146973163,9.773040285302685
31794,Alabama,A,5,2025-01-31,2025-01-31_Air Force,VT,9.725,0.0019597146973163,0.0019597146973163,9.725
31794,Alabama,H,6,2025-02-07,2025-02-07_Alabama,VT,9.85,0.0019597146973163,0.0019597146973163,9.848040285302684
31794,Alabama,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.925,0.0019597146973163,0.0019597146973163,9.925
31794,Alabama,H,10,2025-03-07,2025-03-07_Alabama,VT,9.825,0.0019597146973163,0.0019597146973163,9.823040285302683
31794,Alabama,A,10,2025-03-09,2025-03-09_Denver,VT,9.85,0.0019597146973163,0.0019597146973163,9.85
31795,Alabama,H,2,2025-01-10,2025-01-10_Alabama,VT,9.925,0.0019597146973163,0.0019597146973163,9.923040285302685
31795,Alabama,A,3,2025-01-17,2025-01-17_Arizona,VT,9.8,0.0019597146973163,0.0019597146973163,9.8
31795,Alabama,H,4,2025-01-24,2025-01-24_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.873040285302684
31795,Alabama,A,5,2025-01-31,2025-01-31_Air Force,VT,9.85,0.0019597146973163,0.0019597146973163,9.85
31795,Alabama,H,6,2025-02-07,2025-02-07_Alabama,VT,9.775,0.0019597146973163,0.0019597146973163,9.773040285302685
31795,Alabama,A,7,2025-02-14,2025-02-14_Arizona,VT,9.85,0.0019597146973163,0.0019597146973163,9.85
31795,Alabama,H,8,2025-02-21,2025-02-21_Alabama,VT,9.8,0.0019597146973163,0.0019597146973163,9.798040285302685
31795,Alabama,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.825,0.0019597146973163,0.0019597146973163,9.825
31795,Alabama,H,10,2025-03-07,2025-03-07_Alabama,VT,9.9,0.0019597146973163,0.0019597146973163,9.898040285302685
31795,Alabama,A,10,2025-03-09,2025-03-09_Denver,VT,9.875,0.0019597146973163,0.0019597146973163,9.875
31247,Alabama,H,2,2025-01-10,2025-01-10_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.873040285302684
31247,Alabama,A,3,2025-01-17,2025-01-17_Arizona,VT,9.925,0.0019597146973163,0.0019597146973163,9.925
31247,Alabama,H,4,2025-01-24,2025-01-24_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.873040285302684
31247,Alabama,A,5,2025-01-31,2025-01-31_Air Force,VT,9.85,0.0019597146973163,0.0019597146973163,9.85
31247,Alabama,H,6,2025-02-07,2025-02-07_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.873040285302684
31247,Alabama,A,7,2025-02-14,2025-02-14_Arizona,VT,9.9,0.0019597146973163,0.0019597146973163,9.9
31247,Alabama,H,8,2025-02-21,2025-02-21_Alabama,VT,9.9,0.0019597146973163,0.0019597146973163,9.898040285302685
31247,Alabama,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.825,0.0019597146973163,0.0019597146973163,9.825
31247,Alabama,H,10,2025-03-07,2025-03-07_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.873040285302684
31247,Alabama,A,10,2025-03-09,2025-03-09_Denver,VT,9.925,0.0019597146973163,0.0019597146973163,9.925
32924,Alabama,H,2,2025-01-10,2025-01-10_Alabama,VT,9.775,0.0019597146973163,0.0019597146973163,9.773040285302685
32924,Alabama,A,3,2025-01-17,2025-01-17_Arizona,VT,9.9,0.0019597146973163,0.0019597146973163,9.9
32924,Alabama,A,7,2025-02-14,2025-02-14_Arizona,VT,9.8,0.0019597146973163,0.0019597146973163,9.8
32924,Alabama,H,8,2025-02-21,2025-02-21_Alabama,VT,9.775,0.0019597146973163,0.0019597146973163,9.773040285302685
32924,Alabama,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.8,0.0019597146973163,0.0019597146973163,9.8
32924,Alabama,H,10,2025-03-07,2025-03-07_Alabama,VT,9.925,0.0019597146973163,0.0019597146973163,9.923040285302685
32924,Alabama,A,10,2025-03-09,2025-03-09_Denver,VT,9.725,0.0019597146973163,0.0019597146973163,9.725
32306,Alabama,A,5,2025-01-31,2025-01-31_Air Force,VT,9.75,0.0019597146973163,0.0019597146973163,9.75
31248,Alabama,H,2,2025-01-10,2025-01-10_Alabama,VT,9.775,0.0019597146973163,0.0019597146973163,9.773040285302685
31248,Alabama,A,3,2025-01-17,2025-01-17_Arizona,VT,9.875,0.0019597146973163,0.0019597146973163,9.875
31248,Alabama,H,4,2025-01-24,2025-01-24_Alabama,VT,9.75,0.0019597146973163,0.0019597146973163,9.748040285302684
31248,Alabama,A,5,2025-01-31,2025-01-31_Air Force,VT,9.85,0.0019597146973163,0.0019597146973163,9.85
31248,Alabama,H,6,2025-02-07,2025-02-07_Alabama,VT,9.7,0.0019597146973163,0.0019597146973163,9.698040285302683
31248,Alabama,A,7,2025-02-14,2025-02-14_Arizona,VT,9.85,0.0019597146973163,0.0019597146973163,9.85
31248,Alabama,H,8,2025-02-21,2025-02-21_Alabama,VT,9.8,0.0019597146973163,0.0019597146973163,9.798040285302685
